county,district,grspan,enrltot,teachers,calwpct,mealpct,computer,compstu,expnstu,str,avginc,elpct,testscr
Trinity,Douglas City Elementary,KK-08,139,7.349999905,20.86330032,66.90650177,40,0.287769794,5771.383789,18.91156578,13.27299976,0,676.15
Nevada,Pleasant Ridge Union Elementary,KK-08,2089,102.7799988,2.51850009,14.0369997,318,0.152225941,4993.634766,20.32496643,16.3560009,0.143609375,676.55
Placer,Newcastle Elementary,KK-08,326,16.28000069,4.294499874,11.04290009,42,0.128834352,4854.038086,20.02456856,18.62599945,0,676.60
Ventura,Mesa Union Elementary,KK-08,516,21.5,0.968999982,27.71319962,50,0.096899226,4392.679688,24,23.7329998,11.04651165,676.85
Trinity,Weaverville Elementary,KK-08,449,25.5,12.72729969,48.48479843,50,0.111358576,5884.432129,17.6078434,12.93400002,0,676.95
Shasta,North Cow Creek Elementary,KK-08,297,15.35000038,2.356899977,4.040400028,70,0.235690236,4273.993164,19.34853363,13.90600014,0,677.25
Nevada,Nevada City Elementary,KK-08,1579,80.23999786,5.555600166,21.78030014,165,0.104496516,5146.78418,19.67846489,15.42800045,0.063331224,677.95
Humboldt,Jacoby Creek Elementary,KK-08,383,20.45000076,6.005199909,10.18280029,49,0.127937332,5351.522949,18.72860527,15.38099957,0,678.05
Sonoma,Fort Ross Elementary,KK-08,81,5.099999905,3.614500046,0,14,0.172839507,7667.571777,15.88235283,22.52899933,0,678.40
San Diego,Encinitas Union Elementary,KK-06,5259,262.230011,2.395900011,19.09110069,701,0.133295298,5281.708984,20.05491257,23.80609894,15.05989742,678.80
Marin,Dixie Elementary,KK-08,1960,108.9599991,1.941699982,3.730200052,223,0.113775507,5368.50293,17.98825264,24.60300064,1.479591846,679.40
Santa Clara,Lakeside Joint Elementary,KK-06,151,8.899999619,2.648999929,8.60929966,31,0.205298007,6429.257324,16.96629333,36.17399979,2.649006605,679.50
Los Angeles,Hermosa Beach City Elementary,KK-08,946,49.16999817,2.17840004,6.535299778,310,0.327695549,5387.458984,19.23937416,33.45500183,1.47991538,679.65
Sonoma,Rincon Valley Union Elementary,KK-06,2707,141.0200043,5.1395998,19.23080063,300,0.110823788,5235.774902,19.195858,20.4802227,4.469892979,679.75
Monterey,Washington Union Elementary,KK-08,919,46.88999939,1.049299955,0,141,0.153427646,4829.896484,19.59906197,20.13400078,0.326441795,679.80
Sonoma,Bennett Valley Union Elementary,KK-06,945,46,4.239900112,10.65149975,216,0.22857143,5088.708008,20.54347801,19.3465004,2.539682627,680.05
Santa Clara,Loma Prieta Joint Union Elemen,KK-08,738,39.70199966,0,0.67750001,220,0.298102975,5390.118164,18.58848381,36.17399979,0.54200542,680.45
Sonoma,Kenwood Elementary,KK-06,164,10.51000023,2.352900028,12.94120026,35,0.213414639,6588.430664,15.60418606,22.86333466,11.58536625,681.30
Sonoma,Liberty Elementary,KK-06,167,10.92000008,0.520799994,11.45829964,29,0.173652694,6196.694824,15.29304028,17.70899963,11.37724495,681.30
Stanislaus,Knights Ferry Elementary,KK-08,125,7.079999924,4,14.39999962,25,0.200000003,4645.413086,17.6553669,14.17700005,0,681.60
Marin,Kentfield Elementary,KK-08,1091,62.06000137,0.53670001,0.53670001,113,0.103574701,6489.928711,17.57976151,41.0929985,1.37488544,681.90
Santa Barbara,Ballard Elementary,KK-06,134,6,0.746299982,3.731300116,27,0.201492533,5094.958984,22.33333397,21.95700073,2.238806009,682.15
Sonoma,Oak Grove Union Elementary,KK-08,600,32,2.694099903,29.31850052,55,0.091666669,4841.958496,18.75,16.06399918,5.333333492,682.45
Marin,Ross Valley Elementary,KK-08,1803,99.59999847,1.924200058,3.621999979,283,0.156960621,6315.3125,18.10240936,25.73699951,2.773155928,682.55
Santa Cruz,Mountain Elementary,KK-06,158,7.800000191,13.75,16.25,15,0.094936706,5399.383301,20.2564106,20.47400093,0,682.65
San Mateo,Burlingame Elementary,KK-08,2392,127.2200012,1.421399951,6.270899773,439,0.183528423,5429.473633,18.80207443,35.81000137,17.72575188,683.35
Shasta,Grant Elementary,KK-08,526,28.02000046,3.992399931,11.40680027,33,0.062737644,5644.286133,18.77230453,13.56700039,0,683.40
Santa Cruz,Happy Valley Elementary,KK-06,141,6.909999847,10.07190037,9.352499962,44,0.31205675,6060.256836,20.40521049,20.0890007,0,684.30
Santa Cruz,Bonny Doon Union Elementary,KK-06,235,12.60000038,4.660999775,5.932199955,30,0.127659574,5319.553711,18.65079308,18.28300095,0.425531894,684.35
Contra Costa,Walnut Creek Elementary,KK-08,3280,158.3999939,2.752300024,7.859300137,406,0.123780489,4819.903809,20.7070713,25.23971558,6.067073345,684.80
Santa Barbara,Hope Elementary,KK-06,1254,57,1.582299948,12.5,0,0,5208.226074,22,25.06299973,10.12759113,684.95
Marin,Larkspur Elementary,KK-08,948,53.56000137,1.793200016,1.898699999,155,0.163502112,5859.964844,17.6997757,30.62849998,3.375527382,686.05
Santa Clara,Cupertino Union Elementary,KK-08,15228,708.8300171,1.715399981,4.690899849,2232,0.146572098,4962.736816,21.48328972,27.47521591,8.648542404,686.70
Santa Cruz,Pacific Elementary,KK-06,81,4.849999905,13.25300026,20.48189926,21,0.259259254,7614.379395,16.70103073,30.84000015,12.34567928,687.55
Santa Clara,Los Gatos Union Elementary,KK-08,2768,141.3999939,0.448100001,2.792099953,540,0.195086703,5566.467773,19.57567215,34.15950012,1.589595318,689.10
Santa Barbara,Montecito Union Elementary,KK-06,535,31,0.079999998,0.720000029,84,0.157009348,7039.949219,17.25806427,43.22999954,1.495327115,691.05
San Diego,Solana Beach Elementary,KK-06,2542,146.3000031,0.826099992,9.677399635,404,0.158929974,6604.063965,17.37525558,27.94775009,10.38552284,691.35
San Mateo,Menlo Park City Elementary,KK-08,1940,111.8199997,0.412400007,3.917500019,265,0.136597931,6180.148926,17.34931183,49.93899918,6.134020329,691.90
Marin,Reed Union Elementary,KK-08,1059,65.12000275,0.849900007,1.416399956,272,0.25684607,6460.657227,16.26228523,55.32799911,2.266288996,693.95
Marin,Mill Valley Elementary,KK-08,2340,132.1999969,1.581200004,2.435899973,403,0.172222227,6415.35498,17.70045471,35.48099899,2.47863245,694.25
Contra Costa,Lafayette Elementary,KK-08,3469,172.3399963,0,0.1734,496,0.14298068,5230.876953,20.1288147,34.30099869,0.893629253,694.80
San Diego,Del Mar Union Elementary,KK-06,2106,115.3000031,1.709400058,2.611599922,300,0.142450139,5838.171875,18.26539421,38.62857056,2.421652317,695.20
San Mateo,Woodside Elementary,KK-08,478,32.86999893,0,0,112,0.234309629,7711.506836,14.54213619,35.34199905,3.765690327,695.30
Contra Costa,Moraga Elementary,KK-08,1885,98.41999817,0.0506,0.303299993,241,0.127851456,5592.765137,19.15261078,31.05200005,1.962864757,696.55
Contra Costa,Orinda Union Elementary,KK-08,2422,139.4700012,0,0.123899996,466,0.192402974,5933.154297,17.36574173,40.26399994,0.578034639,698.20
San Mateo,Hillsborough City Elementary,KK-08,1318,87.05999756,0.151700005,0,412,0.312594831,7593.405762,15.13898468,35.81000137,2.807283878,698.25
Santa Barbara,Cold Spring Elementary,KK-06,220,12.32999992,0.45449999,0,22,0.100000001,6500.449707,17.8426609,43.22999954,1.363636374,698.45
San Mateo,Portola Valley Elementary,KK-08,687,44.59000015,0.304899991,0,209,0.304221243,7217.263184,15.40704155,50.67699814,1.164483309,699.10
Santa Clara,Saratoga Union Elementary,KK-08,2341,124.0899963,0.170900002,0.59799999,286,0.122170016,5392.638672,18.86533928,40.40200043,2.050405741,700.30
San Mateo,Las Lomitas Elementary,KK-08,984,59.72999954,0.101599999,3.556900024,195,0.198170736,7290.338867,16.47413445,28.71699905,5.995934963,704.30
Santa Clara,Los Altos Elementary,KK-08,3724,208.4799957,1.074100018,1.503800035,721,0.193609029,5741.462891,17.86262512,41.73410797,4.726100922,706.75
Ventura,Somis Union Elementary,KK-08,441,20.14999962,3.563499928,37.19380188,45,0.10204082,4402.831543,21.88585663,23.7329998,24.26303864,645.00
Yuba,Plumas Elementary,KK-08,101,5,11.88119984,59.40589905,14,0.138613865,4776.336426,20.20000076,9.951999664,2.970297098,672.20
Yuba,Wheatland Elementary,KK-08,1778,93.40000153,6.923500061,47.57120132,313,0.1760405,5993.392578,19.03640175,12.50199986,5.005624294,655.75
