id,region,religion,full.time,sexual.orientation,income,hispanic,race.household,ballot,SES,childhood.income,race,sex,hours.worked.last.week,self.employed,marital.status,num.kids,age,education,education.pa,education.ma,education.spouse,family.income,hispanic.yn
1658,South atlantic,Catholic,Full-time,Heterosexual or straight,9945,Not hispanic,White,Ballot c,56.8,Below average,White,Female,40,Someone else,Never married,2,30,14,12,16,Not applicable,$20000 to 22499,Yes
1659,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,63.1,Far below average,Black,Male,NA,Someone else,Divorced,2,52,15,Not applicable,NA,Not applicable,$25000 to 29999,Yes
1660,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,74.6,Average,White,Female,NA,Someone else,Married,3,50,18,12,12,17,$130000 to $149999,Yes
1661,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,33.9,Average,White,Male,NA,Someone else,Married,1,62,12,Not applicable,8,12,$30000 to 34999,Yes
1662,South atlantic,Protestant,Part-time,Not applicable,5265,Not hispanic,White,Ballot a,59.4,Below average,Other,Female,30,Someone else,Married,1,46,16,16,12,17,$90000 to $109999,Yes
1663,South atlantic,None,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,45.3,Above average,White,Female,40,Someone else,Married,2,43,13,12,12,15,$90000 to $109999,Yes
1664,South atlantic,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot c,55.3,Average,White,Male,40,Someone else,Never married,0,27,16,16,13,Not applicable,$30000 to 34999,Yes
1665,South atlantic,Protestant,Full-time,Heterosexual or straight,21060,Not hispanic,White,Ballot b,65.1,Below average,White,Male,48,Someone else,Married,3,36,16,14,16,14,$40000 to 49999,Yes
1666,South atlantic,Other,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,13.6,Above average,White,Male,73,Someone else,Never married,0,26,13,12,12,Not applicable,$5 000 to 5 999,Yes
1667,South atlantic,Moslem/islam,Part-time,Not applicable,6435,Not hispanic,"Asiatic, oriental",Ballot a,84.5,Below average,Other,Female,NA,Someone else,Married,3,50,20,0,0,20,$110000 to $129999,Yes
1669,South atlantic,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,82.5,Below average,White,Male,70,Someone else,Married,0,27,18,12,15,18,$20000 to 22499,Yes
1673,South atlantic,None,Not applicable,Not applicable,0,Not hispanic,"Asiatic, oriental",Ballot a,75.6,Average,White,Female,NA,Someone else,Married,0,36,16,12,12,12,Refused,Yes
1674,South atlantic,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,-1,Average,White,Male,NA,Not applicable,Never married,0,28,14,18,18,Not applicable,Under $1 000,Yes
1675,South atlantic,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,23.3,Above average,White,Female,50,Someone else,Divorced,0,39,12,5,12,Not applicable,$30000 to 34999,Yes
1676,South atlantic,Protestant,Full-time,Heterosexual or straight,9945,Not hispanic,"Asiatic, oriental",Ballot c,39.7,Below average,Other,Female,43,Someone else,Separated,1,47,16,6,6,Not applicable,$40000 to 49999,Yes
1677,South atlantic,None,Full-time,"Gay, lesbian, or homosexual",0,Not hispanic,White,Ballot b,12.6,Below average,White,Female,42,Someone else,Divorced,1,30,13,NA,5,Not applicable,$25000 to 29999,Yes
1678,South atlantic,None,Full-time,Heterosexual or straight,31590,Puerto rican,White,Ballot c,59.4,Average,White,Male,60,Someone else,Never married,1,52,18,13,12,Not applicable,$60000 to 74999,No
1679,South atlantic,Protestant,Full-time,Not applicable,9945,Not hispanic,White,Ballot a,20.7,Far below average,White,Female,40,Someone else,Married,1,60,8,6,NA,10,NA,Yes
1681,South atlantic,Protestant,Part-time,Heterosexual or straight,2106,Not hispanic,Amer indian,Ballot b,25.2,Below average,White,Male,NA,Self-employed,Married,1,60,10,6,10,12,$25000 to 29999,Yes
1682,South atlantic,None,Full-time,Not applicable,2574,Not hispanic,White,Ballot a,60.1,Average,White,Female,20,Self-employed,Never married,0,31,15,20,12,Not applicable,$15000 to 17499,Yes
1685,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,77.2,Average,White,Male,52,Someone else,Separated,1,38,17,12,14,Not applicable,$35000 to 39999,Yes
1687,South atlantic,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot c,75.5,Below average,White,Female,40,Someone else,Married,1,56,12,6,11,12,$90000 to $109999,Yes
1688,South atlantic,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot b,25.2,Average,White,Male,50,Someone else,Divorced,1,42,12,9,12,Not applicable,$30000 to 34999,Yes
1691,South atlantic,Buddhism,Full-time,Not applicable,0,Not hispanic,White,Ballot a,82.4,Above average,White,Female,46,Someone else,Never married,0,26,16,14,18,Not applicable,$75000 to $89999,Yes
1692,South atlantic,Protestant,Full-time,Not applicable,17550,Not hispanic,Black,Ballot a,52,Below average,Black,Female,47,Someone else,Divorced,2,50,16,Not applicable,10,Not applicable,$50000 to 59999,Yes
1694,South atlantic,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,"Other, mixed",Ballot b,19.6,Average,White,Female,NA,Someone else,Never married,1,31,13,Not applicable,12,Not applicable,NA,Yes
1696,South atlantic,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,Black,Ballot b,58.4,Below average,Black,Female,40,Someone else,Divorced,2,60,12,Not applicable,14,Not applicable,$60000 to 74999,Yes
1698,South atlantic,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,24.2,Average,White,Female,NA,Someone else,Never married,2,33,14,16,16,Not applicable,$22500 to 24999,Yes
1699,South atlantic,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot c,43,Average,Black,Female,40,Someone else,Married,3,40,11,NA,NA,12,$75000 to $89999,Yes
1700,South atlantic,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,Black,Ballot c,41.1,Average,Black,Female,40,Someone else,Married,4,59,16,Not applicable,14,13,$60000 to 74999,Yes
1702,South atlantic,Protestant,Part-time,Not applicable,0,Not hispanic,Black,Ballot a,53.6,Far below average,Black,Male,NA,Someone else,Divorced,2,61,14,Not applicable,9,Not applicable,Refused,Yes
1703,South atlantic,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot c,34.4,Average,White,Female,40,Someone else,Divorced,1,48,9,14,12,Not applicable,$50000 to 59999,Yes
1704,South atlantic,Protestant,Full-time,Not applicable,15210,Not hispanic,Black,Ballot a,71.8,Below average,Black,Female,NA,Someone else,Divorced,3,54,15,Not applicable,11,Not applicable,$50000 to 59999,Yes
1705,South atlantic,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,Black,Ballot c,82.5,Average,Black,Female,NA,Someone else,Married,3,41,18,12,14,14,$60000 to 74999,Yes
1706,South atlantic,Protestant,Full-time,Not applicable,21060,Not hispanic,White,Ballot a,46.6,Average,White,Male,40,Someone else,Married,3,34,16,Not applicable,14,12,$40000 to 49999,Yes
1708,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,42.9,Below average,White,Male,NA,Someone else,Divorced,2,51,9,Not applicable,12,Not applicable,NA,Yes
1709,South atlantic,None,Full-time,Heterosexual or straight,12870,Not hispanic,White,Ballot b,64.5,Average,White,Female,NA,Someone else,Married,0,32,14,Not applicable,14,14,$60000 to 74999,Yes
1710,South atlantic,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,67.7,Average,White,Male,40,Someone else,Married,2,64,14,12,12,16,$90000 to $109999,Yes
1711,South atlantic,None,Full-time,Heterosexual or straight,46800,Not hispanic,Black,Ballot b,32,Above average,Black,Male,NA,Someone else,Divorced,3,41,12,16,Not applicable,Not applicable,$90000 to $109999,Yes
1713,South atlantic,None,Not applicable,Not applicable,0,"Mexican, mexican american, chicano/a","Other, mixed",Ballot a,24.2,Average,Black,Female,NA,Someone else,Separated,3,36,12,12,Not applicable,Not applicable,Refused,No
1714,South atlantic,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,Black,Ballot b,43.9,Above average,Black,Male,56,Someone else,Never married,0,28,12,12,12,Not applicable,$90000 to $109999,Yes
1715,South atlantic,Catholic,Full-time,Heterosexual or straight,1638,"Mexican, mexican american, chicano/a","Other, mixed",Ballot c,41.1,Below average,White,Female,40,Someone else,Married,2,41,16,6,6,12,$17500 to 19999,No
1716,South atlantic,Protestant,Full-time,Not applicable,0,Not hispanic,Black,Ballot b,43,Average,Black,Male,36,Someone else,Divorced,0,46,14,14,16,Not applicable,NA,Yes
1717,South atlantic,Protestant,Full-time,Not applicable,21060,Not hispanic,Black,Ballot a,82.5,Average,Black,Female,NA,Someone else,Divorced,1,45,16,14,15,Not applicable,$50000 to 59999,Yes
1718,South atlantic,Catholic,Full-time,Heterosexual or straight,15210,Not hispanic,Black,Ballot c,45.1,Average,Black,Female,24,Someone else,Never married,3,35,14,Not applicable,12,Not applicable,$35000 to 39999,Yes
1719,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,24.2,Far below average,Black,Female,NA,Someone else,Married,5,51,12,10,5,12,$22500 to 24999,Yes
1721,South atlantic,Protestant,Not applicable,Heterosexual or straight,3510,Not hispanic,Black,Ballot c,24.1,Average,Black,Female,39,Someone else,Never married,1,26,12,12,11,Not applicable,$10000 to 12499,Yes
1722,South atlantic,Protestant,Full-time,Not applicable,936,Not hispanic,Black,Ballot a,12.6,Far below average,Black,Female,NA,Someone else,Never married,2,31,12,Not applicable,12,Not applicable,$1 000 to 2 999,Yes
1723,South atlantic,None,Full-time,Not applicable,11115,Not hispanic,Black,Ballot b,23.8,Far above average,Black,Male,40,Someone else,Separated,2,62,12,12,0,Not applicable,$25000 to 29999,Yes
1726,South atlantic,Other,Full-time,Heterosexual or straight,15210,Not hispanic,"Other, mixed",Ballot c,38.8,Below average,Black,Female,40,Someone else,Never married,1,55,14,12,12,Not applicable,$40000 to 49999,Yes
1727,South atlantic,Protestant,Part-time,Not applicable,0,Not hispanic,Black,Ballot a,27,Average,Black,Female,NA,Someone else,Divorced,2,52,12,12,12,Not applicable,$10000 to 12499,Yes
1728,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot b,43.5,Above average,Black,Male,NA,Someone else,Married,4,59,12,13,16,12,$50000 to 59999,Yes
1730,South atlantic,Protestant,Full-time,Heterosexual or straight,7605,Not hispanic,Black,Ballot c,39.7,Above average,Black,Female,35,Someone else,Married,0,31,14,12,12,12,$15000 to 17499,Yes
1731,South atlantic,Protestant,Not applicable,NA,0,Not hispanic,Black,Ballot b,26.1,Below average,Black,Male,NA,Someone else,Never married,0,58,14,Not applicable,9,Not applicable,$20000 to 22499,Yes
1732,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,20.7,Average,White,Male,8,Self-employed,Widowed,1,58,12,NA,NA,Not applicable,$5 000 to 5 999,Yes
1735,South atlantic,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,Black,Ballot b,43,Below average,White,Female,40,Someone else,Married,2,27,14,12,12,14,NA,Yes
1737,South atlantic,Catholic,Full-time,Not applicable,17550,Not hispanic,White,Ballot a,59.8,Average,White,Female,40,Someone else,Married,2,58,12,Not applicable,14,18,$90000 to $109999,Yes
1740,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,74.6,Average,White,Female,40,Someone else,Married,0,52,16,12,12,16,$130000 to $149999,Yes
1741,South atlantic,Protestant,Part-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,73.2,Below average,White,Female,NA,Someone else,Divorced,1,65,12,10,8,Not applicable,$50000 to 59999,Yes
1742,South atlantic,Protestant,Full-time,Heterosexual or straight,5265,Not hispanic,White,Ballot b,32,Average,White,Male,NA,Someone else,Married,0,63,13,10,12,13,$50000 to 59999,Yes
1743,South atlantic,Protestant,Full-time,Not applicable,9945,Not hispanic,Black,Ballot a,69.4,Average,Black,Male,NA,Someone else,Married,2,49,12,Not applicable,12,12,$22500 to 24999,Yes
1745,South atlantic,Protestant,Full-time,Heterosexual or straight,11115,Not hispanic,White,Ballot b,39.7,Above average,White,Male,44,Self-employed,Married,4,65,6,14,8,6,$30000 to 34999,Yes
1746,South atlantic,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,54.6,Above average,White,Male,60,Someone else,Never married,0,28,16,14,12,Not applicable,$90000 to $109999,Yes
1748,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,25,Above average,White,Male,55,Someone else,Never married,0,49,12,10,12,Not applicable,$35000 to 39999,Yes
1749,South atlantic,Protestant,Full-time,Heterosexual or straight,11115,Not hispanic,Black,Ballot c,62.9,Average,Black,Male,65,Someone else,Never married,1,33,18,12,12,Not applicable,$30000 to 34999,Yes
1750,South atlantic,None,Part-time,Heterosexual or straight,2106,Not hispanic,White,Ballot b,52.3,NA,White,Male,NA,Self-employed,Divorced,0,60,14,NA,12,Not applicable,$4 000 to 4 999,Yes
1752,South atlantic,Protestant,Part-time,Heterosexual or straight,4212,Not hispanic,Black,Ballot c,37.6,Below average,Black,Female,40,Someone else,Separated,6,39,14,Not applicable,12,Not applicable,$25000 to 29999,Yes
1753,South atlantic,Protestant,Full-time,Not applicable,12870,Not hispanic,Black,Ballot a,73.5,Far below average,Black,Female,40,Someone else,Never married,4,37,16,Not applicable,15,Not applicable,$25000 to 29999,Yes
1754,South atlantic,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,Black,Ballot c,37.6,Average,Black,Female,NA,Someone else,Never married,1,44,14,Not applicable,12,Not applicable,$35000 to 39999,Yes
1755,South atlantic,Protestant,Full-time,Heterosexual or straight,38610,Not hispanic,"Other, mixed",Ballot c,71.8,Above average,White,Female,50,Self-employed,Divorced,3,36,16,12,16,Not applicable,$90000 to $109999,Yes
1756,South atlantic,None,Not applicable,Heterosexual or straight,0,Not hispanic,Black,Ballot c,25.2,Above average,Other,Male,NA,Someone else,Never married,7,43,14,12,14,Not applicable,$7 000 to 7 999,Yes
1757,South atlantic,Protestant,Full-time,Not applicable,2574,Not hispanic,Black,Ballot a,24.1,Average,Black,Male,50,Someone else,Divorced,0,44,12,16,15,Not applicable,$35000 to 39999,Yes
1761,South atlantic,Protestant,Full-time,Heterosexual or straight,936,Not hispanic,Black,Ballot b,20.1,Below average,Black,Male,NA,Someone else,Divorced,2,61,8,12,11,Not applicable,$1 000 to 2 999,Yes
1762,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot b,20.5,Average,Black,Male,NA,Someone else,Never married,1,58,5,Not applicable,NA,Not applicable,NA,Yes
1763,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,24.6,Average,White,Female,NA,Someone else,Separated,1,37,15,12,12,Not applicable,Under $1 000,Yes
1764,South atlantic,None,Part-time,Not applicable,9945,Not hispanic,Black,Ballot c,24.6,Average,Black,Male,45,Someone else,Married,NA,30,14,Not applicable,12,12,$20000 to 22499,Yes
1765,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot b,20.7,Average,Black,Female,NA,Someone else,Divorced,2,44,12,20,20,Not applicable,$3 000 to 3 999,Yes
1766,South atlantic,Protestant,Full-time,Heterosexual or straight,9945,Not hispanic,Black,Ballot c,43.4,Below average,Black,Male,60,Someone else,Married,1,48,12,Not applicable,10,14,$50000 to 59999,Yes
1767,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot b,19.6,Above average,White,Female,NA,Someone else,Divorced,4,57,12,12,12,Not applicable,$8 000 to 9 999,Yes
1768,South atlantic,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,Black,Ballot c,64.9,Far below average,Black,Male,40,Someone else,Divorced,2,47,12,8,11,Not applicable,$60000 to 74999,Yes
1772,South atlantic,None,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,24.2,Above average,Black,Female,40,Someone else,Divorced,4,38,14,Not applicable,14,Not applicable,$20000 to 22499,Yes
1773,South atlantic,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot c,76.3,Average,Black,Female,40,Someone else,Never married,0,25,16,12,12,Not applicable,Refused,Yes
1774,South atlantic,Protestant,Full-time,Not applicable,25740,Not hispanic,White,Ballot a,87.9,Below average,White,Female,55,Someone else,Never married,1,39,16,14,12,Not applicable,$50000 to 59999,Yes
1775,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,35.8,Average,White,Female,50,Someone else,Never married,0,55,14,12,12,Not applicable,$40000 to 49999,Yes
1776,South atlantic,None,Full-time,Not applicable,0,"Mexican, mexican american, chicano/a",White,Ballot a,43,Below average,Other,Male,41,Someone else,Never married,0,27,14,Not applicable,11,Not applicable,$20000 to 22499,No
1778,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,49.2,Below average,White,Female,NA,Someone else,Divorced,3,59,12,5,12,Not applicable,$8 000 to 9 999,Yes
1779,South atlantic,Protestant,Part-time,Not applicable,4212,Not hispanic,Black,Ballot a,82.5,Average,Black,Female,20,Someone else,Divorced,3,61,16,14,12,Not applicable,$25000 to 29999,Yes
1780,South atlantic,Protestant,Full-time,Not applicable,9945,Not hispanic,Black,Ballot c,24.2,NA,Black,Female,20,Someone else,Divorced,1,58,12,Not applicable,10,Not applicable,$20000 to 22499,Yes
1781,South atlantic,Other,Full-time,Bisexual,21060,Not hispanic,White,Ballot c,75.6,Below average,White,Male,65,Self-employed,Never married,0,52,14,Not applicable,12,Not applicable,$40000 to 49999,Yes
1782,South atlantic,Protestant,Full-time,Not applicable,0,Not hispanic,White,Ballot a,64.2,Average,White,Female,NA,Someone else,Widowed,1,61,18,8,12,Not applicable,$40000 to 49999,Yes
1783,South atlantic,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot c,80.9,Average,White,Female,NA,Someone else,Married,1,63,17,12,8,12,$75000 to $89999,Yes
1786,South atlantic,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,Black,Ballot b,28.7,Average,Black,Male,40,Someone else,Never married,1,32,12,Not applicable,16,Not applicable,$25000 to 29999,Yes
1787,South atlantic,NA,Full-time,Not applicable,17550,"Mexican, mexican american, chicano/a",White,Ballot a,37.2,Below average,White,Male,40,Someone else,Married,5,50,12,Not applicable,12,14,$50000 to 59999,No
1788,South atlantic,Catholic,Not applicable,Heterosexual or straight,0,Not hispanic,"Asiatic, oriental",Ballot c,49.4,Above average,Other,Female,NA,Someone else,Divorced,2,55,14,12,10,Not applicable,$8 000 to 9 999,Yes
1789,South atlantic,Protestant,Full-time,Heterosexual or straight,7605,Not hispanic,White,Ballot b,32,Average,White,Male,NA,Someone else,Married,4,38,12,12,15,12,$22500 to 24999,Yes
1790,South atlantic,Protestant,Part-time,Heterosexual or straight,4212,Not hispanic,Black,Ballot b,20.1,Average,Black,Female,NA,Self-employed,Divorced,2,39,13,7,Not applicable,Not applicable,$25000 to 29999,Yes
1792,South atlantic,None,Full-time,Heterosexual or straight,0,Not hispanic,Black,Ballot b,37.6,Average,Black,Female,40,Someone else,Never married,1,45,15,12,14,Not applicable,$40000 to 49999,Yes
1795,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot c,61.2,Above average,White,Female,NA,Someone else,Divorced,NA,50,12,16,14,Not applicable,$15000 to 17499,Yes
1797,South atlantic,Protestant,Not applicable,"Gay, lesbian, or homosexual",0,Not hispanic,Black,Ballot b,23.3,Above average,Black,Female,NA,Someone else,Never married,0,37,12,Not applicable,20,Not applicable,$40000 to 49999,Yes
1798,South atlantic,Protestant,Full-time,Not applicable,21060,Not hispanic,Black,Ballot a,38.3,Average,Black,Female,47,Someone else,Never married,0,40,14,NA,NA,Not applicable,$40000 to 49999,Yes
1799,South atlantic,Protestant,Full-time,"Gay, lesbian, or homosexual",21060,Not hispanic,White,Ballot c,67.7,Far below average,White,Male,40,Someone else,Never married,0,41,15,16,12,Not applicable,$90000 to $109999,Yes
1800,South atlantic,Protestant,Not applicable,Not applicable,0,Not hispanic,Black,Ballot a,76.3,Average,Black,Male,NA,Someone else,Married,2,65,16,18,18,17,$60000 to 74999,Yes
1801,South atlantic,Protestant,Full-time,Not applicable,31590,Not hispanic,White,Ballot a,57.4,Below average,White,Male,40,Someone else,Married,1,57,12,12,12,13,$75000 to $89999,Yes
1802,South atlantic,None,Full-time,Heterosexual or straight,164382.0376,Not hispanic,White,Ballot b,68.6,Below average,White,Male,46,Someone else,Married,2,37,16,14,14,19,$170000 or over,Yes
1806,South atlantic,None,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot b,24.6,Below average,White,Female,NA,Self-employed,Married,0,49,12,16,16,16,$170000 or over,Yes
1807,South atlantic,None,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot c,85.9,Average,White,Male,40,Someone else,Married,0,32,16,12,12,17,$130000 to $149999,Yes
1808,South atlantic,Catholic,Full-time,Heterosexual or straight,38610,Not hispanic,White,Ballot b,73.9,Average,White,Female,40,Someone else,Married,0,33,18,16,12,12,$150000 to $169999,Yes
1809,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,21.5,Average,White,Female,NA,Self-employed,Divorced,2,56,12,12,12,Not applicable,Under $1 000,Yes
1810,South atlantic,Protestant,Full-time,Not applicable,46800,Not hispanic,White,Ballot a,84.2,Average,White,Female,36,Someone else,Divorced,1,61,16,Not applicable,13,Not applicable,$90000 to $109999,Yes
1812,South atlantic,Protestant,Full-time,Not applicable,31590,Not hispanic,Black,Ballot c,26.9,Far below average,Black,Male,45,Someone else,Divorced,2,48,14,Not applicable,12,Not applicable,$60000 to 74999,Yes
1813,South atlantic,Catholic,Part-time,Heterosexual or straight,17550,Not hispanic,White,Ballot c,18.6,Below average,White,Male,4,Self-employed,Divorced,3,65,14,Not applicable,12,Not applicable,$35000 to 39999,Yes
1814,South atlantic,Catholic,Full-time,Heterosexual or straight,38610,Not hispanic,NA,Ballot b,81.6,Average,White,Male,47,Someone else,Married,2,61,13,12,8,12,$75000 to $89999,Yes
1816,South atlantic,Protestant,Full-time,Heterosexual or straight,31590,Not hispanic,White,Ballot b,32.8,Below average,White,Male,30,Self-employed,Married,3,57,12,Not applicable,12,14,$130000 to $149999,Yes
1818,South atlantic,Catholic,Part-time,Heterosexual or straight,7605,Not hispanic,White,Ballot b,20.1,Above average,White,Female,NA,Self-employed,Divorced,2,58,12,6,8,Not applicable,$15000 to 17499,Yes
1821,South atlantic,Other,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,37.8,Average,White,Female,NA,Someone else,Divorced,1,52,16,14,12,Not applicable,$12500 to 14999,Yes
1822,South atlantic,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,White,Ballot b,31.1,Average,White,Male,40,Someone else,Married,4,56,12,12,12,12,$60000 to 74999,Yes
1823,South atlantic,Christian,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,19.6,Above average,White,Female,NA,Someone else,Never married,0,48,14,Not applicable,12,Not applicable,Under $1 000,Yes
1824,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,28.4,Above average,White,Male,NA,Someone else,Married,1,61,12,9,12,16,$75000 to $89999,Yes
1825,South atlantic,Catholic,Full-time,NA,21060,Not hispanic,White,Ballot c,80.9,Average,White,Male,40,Someone else,Never married,0,50,16,8,8,Not applicable,$40000 to 49999,Yes
1826,South atlantic,None,Full-time,"Gay, lesbian, or homosexual",25740,Not hispanic,White,Ballot b,84.2,Far below average,White,Male,36,Someone else,Never married,0,25,16,NA,16,Not applicable,$50000 to 59999,Yes
1827,South atlantic,Protestant,Full-time,Not applicable,21060,Not hispanic,Black,Ballot a,62.9,Above average,Black,Female,40,Someone else,Never married,3,36,16,12,12,Not applicable,$40000 to 49999,Yes
1828,South atlantic,None,Not applicable,Heterosexual or straight,7605,Not hispanic,Black,Ballot c,39.7,Far below average,Black,Female,NA,Someone else,Never married,4,45,15,NA,12,Not applicable,$25000 to 29999,Yes
1829,South atlantic,Christian,Full-time,Not applicable,9945,Not hispanic,Black,Ballot a,37.6,Below average,Black,Female,40,Someone else,Never married,2,53,14,Not applicable,11,Not applicable,$20000 to 22499,Yes
1830,South atlantic,None,Part-time,Heterosexual or straight,0,Not hispanic,Black,Ballot c,43.9,Below average,Black,Male,50,Someone else,Divorced,2,28,12,Not applicable,11,Not applicable,Refused,Yes
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,South atlantic,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,43,Below average,White,Female,NA,Someone else,Married,3,62,12,NA,12,12,NA,Yes
1834,South atlantic,Protestant,Part-time,Heterosexual or straight,1638,Honduran,White,Ballot b,12.6,Below average,White,Female,NA,Someone else,Married,2,52,11,Not applicable,6,12,$20000 to 22499,No
1835,South atlantic,Protestant,Full-time,Not applicable,15210,Nicaraguan,White,Ballot a,32,Far below average,White,Male,40,Someone else,Married,4,43,9,NA,Not applicable,14,$40000 to 49999,No
1837,South atlantic,Protestant,Full-time,Not applicable,21060,Not hispanic,White,Ballot b,31,Above average,White,Male,40,Someone else,Separated,3,61,12,12,12,Not applicable,$40000 to 49999,Yes
1838,South atlantic,Protestant,Full-time,Heterosexual or straight,25740,Not hispanic,White,Ballot c,69.3,Average,White,Female,40,Someone else,Married,1,37,16,12,10,13,$90000 to $109999,Yes
1839,South atlantic,Protestant,Full-time,Heterosexual or straight,12870,Not hispanic,White,Ballot b,53.6,Average,White,Male,40,Someone else,Married,3,45,14,6,16,16,$50000 to 59999,Yes
1840,South atlantic,None,Part-time,Not applicable,7605,Not hispanic,White,Ballot a,39.9,Below average,White,Female,25,Someone else,Married,4,36,12,Not applicable,12,NA,$60000 to 74999,Yes
1842,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,32,Below average,White,Male,NA,Someone else,Divorced,2,57,8,Not applicable,NA,Not applicable,$10000 to 12499,Yes
1843,E. sou. central,Christian,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,38.8,Average,White,Female,40,Someone else,Married,3,40,14,14,14,12,$75000 to $89999,Yes
1844,E. sou. central,Protestant,Full-time,Heterosexual or straight,15210,Not hispanic,White,Ballot c,43,Average,White,Female,65,Someone else,Married,2,53,13,14,12,12,$90000 to $109999,Yes
1846,E. sou. central,Protestant,Full-time,Not applicable,15210,Not hispanic,White,Ballot a,35.4,Average,White,Male,40,Someone else,Married,3,44,12,12,11,14,$60000 to 74999,Yes
1847,E. sou. central,Protestant,Full-time,Heterosexual or straight,0,Not hispanic,White,Ballot c,43,Average,White,Male,40,Someone else,Divorced,1,49,15,12,NA,Not applicable,$17500 to 19999,Yes
1849,E. sou. central,Protestant,Not applicable,Not applicable,0,Not hispanic,White,Ballot a,27,Average,White,Female,NA,Someone else,Married,2,27,12,13,13,12,$30000 to 34999,Yes
1851,E. sou. central,Protestant,Not applicable,Heterosexual or straight,0,Not hispanic,White,Ballot c,80.9,Average,White,Female,NA,Someone else,Married,1,44,17,8,10,16,$150000 to $169999,Yes
1852,E. sou. central,Protestant,Full-time,Heterosexual or straight,17550,Not hispanic,"Other, mixed",Ballot b,24.2,Average,White,Female,33,Someone else,Married,2,35,14,12,12,13,$90000 to $109999,Yes
